Course name,Campus,"Course code","Fee type", Duration,"Prev LSR","Avail INT"
Bachelor of Business,"Sydney (Surry Hills) and Online",550010,DFEE,3F/EqP/D,N/A,Y
Bachelor of Business (Entrepreneurship),"Sydney (Surry Hills) and Online",550160,DFEE,3F/EqP/D,N/A,Y
Bachelor of Business (Event Management),"Sydney (Surry Hills) and Online",550020,DFEE,3F/EqP/D,N/A,Y
Bachelor of Business (Hospitality Management),"Sydney (Surry Hills) and Online",553020,DFEE,3F/6P/D,N/A,Y
Bachelor of Business (International Hotel and Resort Management),Leura and Sydney (Surry Hills),553320,DFEE,2.5F/5P,N/A,Y
Bachelor of Business (Marketing),"Sydney (Surry Hills) and Online",550030,DFEE,3F/EqP/D,N/A,Y
Bachelor of Business (Sports Management),"Sydney (Surry Hills) and Online",550050,DFEE,3F/EqP/D,N/A,Y
Bachelor of Business (Tourism Management),"Sydney (Surry Hills) and Online",553040,DFEE,3F/6P/D,N/A,Y
Bachelor of Business Information Systems,"Sydney (Surry Hills) and Online",553011,DFEE,3F/6P,N/A,Y
Bachelor of Business/Bachelor of Communication Design,Sydney (Ultimo) and Online,551220,DFEE,3-4F,N/A,Y
Bachelor of Business/Bachelor of Interior Design (Commercial),Sydney (Ultimo) and Online,551250,DFEE,3-4F,N/A,Y
Bachelor of Business/Bachelor of Interior Design (Residential),Sydney (Ultimo) and Online,551260,DFEE,3-4F,N/A,Y
Bachelor of Commerce(Accounting),"Sydney (Surry Hills) and Online",550060,DFEE,3F/EqP/D,N/A,Y
Bachelor of Communication Design,Sydney (Ultimo) and Online,551010,DFEE,3F/6P/D,N/A,Y
Bachelor of Community Services,"Sydney (Surry Hills) and Online",552210,DFEE,3F/EqP/D,N/A,Y
Bachelor of Counselling,"Sydney (Surry Hills) and Online",552220,DFEE,3F/EqP/D,N/A,N
Bachelor of Cybersecurity,Sydney (Ultimo) and Online,550170,DFEE,3F/6P/D,N/A,Y
Bachelor of Fashion Marketing and Enterprise,Sydney (Ultimo) and Online,550106,DFEE,3F/6P/D,N/A,Y
Bachelor of Film and Video,Sydney (Ultimo),551022,DFEE,3F/6P,N/A,Y
Bachelor of Game Design and Development,Sydney (Ultimo) and Online,551090,DFEE,3F/6P/D,N/A,Y
Bachelor of Health Science (Clinical Nutrition),Sydney (Surry Hills),552181,DFEE,3F/6P,N/A,Y
Bachelor of Health Science (Naturopathy),Sydney (Surry Hills),552052,DFEE,4F/8P,N/A,Y
Bachelor of Health Science (Western Herbal Medicine),Sydney (Surry Hills),552060,DFEE,3F/6P,N/A,Y
Bachelor of Information Technology,Sydney (Ultimo) and Online,550108,DFEE,3F/6P/D,N/A,Y
Bachelor of Interior Design (Commercial),Sydney (Ultimo) and Online,551050,DFEE,3F/6P/D,N/A,Y
Bachelor of Interior Design (Residential),Sydney (Ultimo) and Online,551060,DFEE,3F/6P/D,N/A,Y
Bachelor of Nursing,Sydney (Surry Hills),552200,DFEE,3F/6P,N/A,N
Bachelor of Nutrition,Online,552100,DFEE,2-3F/D,N/A,N
Bachelor of Software Engineering (Artificial Intelligence),Sydney (Ultimo) and Online,551371,DFEE,3F/6P/D,N/A,Y
Bachelor of Software Engineering (Game Programming),Sydney (Ultimo) and Online,551370,DFEE,3F/6P/D,N/A,Y
Bachelor of UX and Web Design,Sydney (Ultimo) and Online,551021,DFEE,3F/6P/D,N/A,Y
Diploma of 3D Design and Animation,Sydney (Ultimo) and Online,551141,DFEE,1-1.5F/EqP/D,N/A,Y
Diploma of Branded Fashion Design,Sydney (Ultimo) and Online,551111,DFEE,1F/2P/D,N/A,Y


Diploma of Business,"Sydney (Surry Hills) and Online",550103,DFEE,1F/EqP/D,N/A,Y
Diploma of Business (Hospitality Management),"Sydney (Surry Hills) and Online",553160,DFEE,1F/2P/D,N/A,Y
Diploma of Business (Tourism Management),"Sydney (Surry Hills) and Online",553150,DFEE,1F/EqP/D,N/A,Y
Diploma of Business Information Systems,"Sydney (Surry Hills) and Online",550104,DFEE,1F/2P/D,N/A,Y
Diploma of Counselling and Communication Skills,"Sydney (Surry Hills) and Online",552190,DFEE,1F/EqP/D,N/A,Y
Diploma of Cybersecurity,Sydney (Ultimo) and Online,550180,DFEE,1F/EqP/D,N/A,Y
Diploma of Design,Sydney (Ultimo) and Online,551150,DFEE,1F/2P/D,N/A,Y
Diploma of Event Management,"Sydney (Surry Hills) and Online",550150,DFEE,1F/EqP/D,N/A,Y
Diploma of Fashion Marketing and Enterprise,Sydney (Ultimo) and Online,550107,DFEE,1F/EqP/D,N/A,Y
Diploma of Film and Video,Sydney (Ultimo),551142,DFEE,1-1.5F/EqP,N/A,Y
Diploma of Game Design and Development,Sydney (Ultimo) and Online,551190,DFEE,1F/2P/D,N/A,Y
Diploma of Graphic Design,Sydney (Ultimo) and Online,551110,DFEE,1F/2P/D,N/A,Y
Diploma of Health and Wellbeing,Online,552130,DFEE,1F/EqP/D,N/A,N
Diploma of Health Science,"Sydney (Surry Hills) and Online",552053,DFEE,1F/2P/D,N/A,Y
Diploma of Information Technology,Sydney (Ultimo) and Online,550109,DFEE,1F/EqP/D,N/A,Y
Diploma of Interior Design and Decoration,Sydney (Ultimo) and Online,551120,DFEE,1F/2P/D,N/A,Y
Diploma of Marketing,"Sydney (Surry Hills) and Online",550120,DFEE,1F/EqP/D,N/A,Y
Diploma of Nutrition,Online,552110,DFEE,1F/EqP/D,N/A,N
Diploma of Photography and Photo Imaging,Sydney (Ultimo) and Online,551160,DFEE,1F/2P/D,N/A,Y
Diploma of Software Engineering,Sydney (Ultimo) and Online,551180,DFEE,1F/2P,N/A,Y
Diploma of Sport Development,Online,552230,DFEE,1F/EqP/D,N/A,N
Diploma of UX and Web Design,Sydney (Ultimo) and Online,551143,DFEE,1-1.5F/EqP/D,N/A,Y


Bachelor of Accounting,Canberra,361209,CSP,3F/EqP,68.05,Y
Bachelor of Arts (Creative Writing),Canberra,362004,CSP,3F/EqP,64.40,Y
Bachelor of Arts (Culture and Heritage),Canberra,362005,CSP,3F/EqP,67.90,Y
Bachelor of Arts (Digital Media),Canberra,362006,CSP,3F/EqP,62.80,Y
Bachelor of Arts (Global Studies),Canberra,362008,CSP,3F/EqP,69.55,Y
Bachelor of Arts/Bachelor of Communication and Media,Canberra,363286,CSP,4F/EqP,66.60,Y
Bachelor of Arts/Bachelor of Event and Tourism Management,Canberra,361533,CSP,4F/EqP,N/A,Y
Bachelor of Arts/Bachelor of Laws,Canberra,362144,CSP,5F/EqP,86.85,Y
Bachelor of Arts/Bachelor of Science in Psychology,Canberra,362184,CSP,4F/EqP,62.55,Y
Bachelor of Building and Construction Management (Honours),Canberra,361125,CSP,4F/EqP,61.80,Y
Bachelor of Business (Entrepreneurship and Innovation),Canberra,361211,CSP,3F/EqP,67.65,Y
Bachelor of Business (Human Resource Management),Canberra,361212,CSP,3F/EqP,69.30,Y
Bachelor of Business (International Business),Canberra,361218,CSP,3F/EqP,66.70,Y
Bachelor of Business (Management),Canberra,361214,CSP,3F/EqP,62.00,Y
Bachelor of Business (Marketing),Canberra,361216,CSP,3F/EqP,62.55,Y
Bachelor of Business (Sport Management),Canberra,361535,CSP,3F/EqP,62.15,Y
Bachelor of Business Informatics,Canberra,366003,CSP,3F/EqP,66.80,Y
Bachelor of Business/Bachelor of Arts,Canberra,361544,CSP,4F/EqP,80.85,Y
Bachelor of Business/Bachelor of Business Informatics,Canberra,361515,CSP,4F/EqP,62.20,Y
Bachelor of Business/Bachelor of Communication and Media,Canberra,361542,CSP,4F/EqP,74.25,Y
Bachelor of Business/Bachelor of Design,Canberra,361543,CSP,4F/EqP,85.10,Y
Bachelor of Business/Bachelor of Information Technology,Canberra,361534,CSP,4F/EqP,71.95,Y
Bachelor of Business/Bachelor of Laws,Canberra,361325,CSP,5F/EqP,89.80,Y
Bachelor of Business/Bachelor of Science in Psychology,Canberra,361545,CSP,4F/EqP,61.45,Y
Bachelor of Commerce (Accounting and Finance),Canberra,361231,CSP,3F/EqP,68.85,Y
Bachelor of Commerce (Accounting),Canberra,361227,CSP,3F/EqP,83.90,Y
Bachelor of Commerce (Business Economics),Canberra,361228,CSP,3F/EqP,65.05,Y
Bachelor of Commerce (Finance and Banking),Canberra,361229,CSP,3F/EqP,66.60,Y
Bachelor of Commerce (Financial Planning),Canberra,361230,CSP,3F/EqP,71.45,Y
Bachelor of Commerce/Bachelor of Information Technology,Canberra,361327,CSP,4F/EqP,70.10,Y
Bachelor of Commerce/Bachelor of Laws,Canberra,361324,CSP,5F/EqP,86.00,Y
"Bachelor of Communication and Media (Corporate and Public Communication)",Canberra,362427,CSP,3F/EqP,61.75,Y
Bachelor of Communication and Media (Journalism),Canberra,362428,CSP,3F/EqP,60.45,Y
Bachelor of Communication and Media (Marketing Communication),Canberra,362429,CSP,3F/EqP,60.20,Y
Bachelor of Communication and Media (Sports Media),Canberra,362430,CSP,3F/EqP,60.55,Y
"Bachelor of Communication and Media/Bachelor of Event and Tourism Management",Canberra,361532,CSP,4F/EqP,72.35,Y
Bachelor of Communication and Media/Bachelor of Laws,Canberra,361326,CSP,5F/EqP,91.95,Y
Bachelor of Design (Industrial Design),Canberra,362107,CSP,3F/EqP,62.40,Y
Bachelor of Design (Interaction Design),Canberra,362108,CSP,3F/EqP,64.10,Y
Bachelor of Design (Visual Communication Design),Canberra,362109,CSP,3F/EqP,76.40,Y
Bachelor of Design/Bachelor of Communication and Media,Canberra,363205,CSP,4F/EqP,63.40,Y
Bachelor of Early Childhood and Primary Education,Canberra,364103,CSP,4F/EqP,62.35,Y
Bachelor of Engineering (Honours),Canberra,365016,CSP,4F/EqP,63.50,Y
Bachelor of Event and Tourism Management,Canberra,361480,CSP,3F/EqP,76.05,Y


Bachelor of Exercise Physiology and Rehabilitation,Canberra,365113,CSP,4F/EqP,75.70,Y
Bachelor of Film Production,Canberra,362007,CSP,3F/EqP,60.55,Y
Bachelor of Health Science,Canberra,365266,CSP,3F/EqP,61.90,Y
Bachelor of Health Science (Human Movement),Canberra,365268,CSP,3F/EqP,62.80,Y
"Bachelor of Health Science (Human Movement)/Bachelor of Human Nutrition",Canberra,365269,CSP,4F/EqP,64.60,Y
Bachelor of Health Science (Nutrition Studies),Canberra,365267,CSP,3F/EqP,61.15,Y
Bachelor of Human Nutrition,Canberra,365063,CSP,3F/EqP,63.15,Y
Bachelor of Information Technology,Canberra,366043,CSP,3F/EqP,60.50,Y
Bachelor of Justice Studies,Canberra,367035,CSP,3F/EqP,67.90,Y
Bachelor of Landscape Architecture (Honours),Canberra,363129,CSP,4F/EqP,62.05,Y
Bachelor of Laws,Canberra,367004,CSP,4F/EqP,88.45,Y
Bachelor of Medical Radiation Science (Medical Imaging),Canberra,365273,CSP,4F/EqP,82.00,Y
Bachelor of Medical Science,Canberra,368083,CSP,3F/EqP,63.75,Y
Bachelor of Midwifery,Canberra,365084,CSP,3F/EqP,N/A,Y
Bachelor of Nursing,Sydney,365101,CSP,3F/EqP,65.05,Y
Bachelor of Nursing,Canberra,365103,CSP,3F/EqP,65.25,Y
Bachelor of Occupational Therapy,Canberra,365107,CSP,4F/EqP,81.65,Y
Bachelor of Pharmacy,Canberra,365116,CSP,4F/EqP,75.40,Y
Bachelor of Physiotherapy,Canberra,365106,CSP,4F,87.35,Y
Bachelor of Politics and International Relations,Canberra,361663,CSP,3F/EqP,73.70,Y
Bachelor of Politics and International Relations/Bachelor of Arts,Canberra,361530,CSP,4F/EqP,74.50,Y
Bachelor of Politics and International Relations/Bachelor of Business,Canberra,361528,CSP,4F/EqP,83.75,Y
"Bachelor of Politics and International Relations/Bachelor of Communication and Media",Canberra,361529,CSP,4F/EqP,89.60,Y
Bachelor of Politics and International Relations/Bachelor of Laws,Canberra,361495,CSP,5F/EqP,89.00,Y
"Bachelor of Politics and International Relations/Bachelor of Science in Psychology",Canberra,361497,CSP,4F/EqP,91.50,Y
Bachelor of Primary Education,Canberra,364003,CSP,4F/EqP,60.70,Y
Bachelor of Primary Education (Creative Arts),Canberra,364023,CSP,4F/EqP,70.05,Y
Bachelor of Primary Education (Health and Physical Education),Canberra,364033,CSP,4F/EqP,67.05,Y
Bachelor of Primary Education (STEM),Canberra,364024,CSP,4F/EqP,N/A,Y
Bachelor of Science,Canberra,368103,CSP,3F/6P,62.85,Y
Bachelor of Science (Biomedical Science),Canberra,368093,CSP,3F/EqP,62.20,Y
Bachelor of Science (Environmental Science),Canberra,368023,CSP,3F/EqP,60.45,Y
Bachelor of Science in Psychology,Canberra,365123,CSP,3F/EqP,60.00,Y
"Bachelor of Science in Psychology/Bachelor of Health Science (Human Movement)",Canberra,365166,CSP,4F/EqP,64.65,Y
Bachelor of Science in Psychology/Bachelor of Laws,Canberra,365165,CSP,5F/EqP,90.80,Y
Bachelor of Secondary Education (Arts),Canberra,364045,CSP,4F/EqP,new,Y
Bachelor of Secondary Education (Health and Physical Education),Canberra,364044,CSP,4F/EqP,61.20,Y
Bachelor of Secondary Education (Science),Canberra,364046,CSP,4F/EqP,new,Y
Bachelor of Social and Economic Policy (Economic Policy),Canberra,361522,CSP,3F/EqP,81.45,Y
Bachelor of Social and Economic Policy (Sociology),Canberra,361523,CSP,3F/EqP,66.75,Y
Bachelor of Software Engineering,Canberra,366103,CSP,3F/EqP,60.70,Y
Bachelor of Software Engineering/Bachelor of Business Informatics,Canberra,366123,CSP,4F/EqP,60.75,Y
Bachelor of Sport and Exercise Science,Canberra,365191,CSP,3F/EqP,60.30,Y
Bachelor of the Built Environment (Architecture),Canberra,363004,CSP,3F/EqP,64.45,Y
Bachelor of the Built Environment (Interior Architecture),Canberra,363005,CSP,3F/EqP,60.15,Y


Bachelor of Vision Science,Canberra,368073,CSP,3F/EqP,80.45,Y
Diploma of Business,Canberra,360015,CSP,1F/EqP,54.65,Y
Diploma of Communication,Canberra,360005,CSP,1F/EqP,75.70,Y
Diploma of Design,Canberra,360035,CSP,1F/EqP,53.30,Y
Diploma of Health,Canberra,360045,CSP,1F/EqP,52.30,Y
Diploma of Information Technology,Canberra,360010,CSP,1F/EqP,51.25,Y
Diploma of Science,Canberra,360030,CSP,1F/EqP,53.70,Y
Undergraduate Certificate of Education,Canberra,360050,CSP,0.5F/EqP,N/A,N,


Bachelor of Accounting,Armidale,395664,CSP,3F,N/A
Bachelor of Accounting,Armidale,395665,CSP,6P,N/A
Bachelor of Agribusiness,Armidale,395700,CSP,3F,75.70
Bachelor of Agribusiness,Armidale,395701,CSP,6P,N/A
Bachelor of Agricultural and Resource Economics,Armidale,395668,CSP,4F,84.70
Bachelor of Agricultural and Resource Economics,Armidale,395669,CSP,8P,N/A
Bachelor of Agriculture,Armidale,393676,CSP,3F,71.40
Bachelor of Agriculture,Armidale,393677,CSP,6P,N/A
Bachelor of Agriculture/Bachelor of Business,Armidale,393678,CSP,4F,67.90
Bachelor of Agriculture/Bachelor of Business,Armidale,393679,CSP,8P,81.95
Bachelor of Agriculture/Bachelor of Laws,Armidale,392761,CSP,5F,96.40
Bachelor of Agriculture/Bachelor of Laws,Armidale,392762,CSP,10P,N/A
Bachelor of Animal Science,Armidale,392684,CSP,3F,N/A
Bachelor of Animal Science,Armidale,392696,CSP,6P,N/A
Bachelor of Arts,Armidale,391601,CSP,3F,68.40
Bachelor of Arts,Armidale,391602,CSP,6P,81.55
Bachelor of Arts/Bachelor of Business,Armidale,391753,CSP,4F,92.65
Bachelor of Arts/Bachelor of Business,Armidale,391754,CSP,8P,N/A
Bachelor of Arts/Bachelor of Laws,Armidale,391655,CSP,10P,N/A
Bachelor of Arts/Bachelor of Laws,Armidale,391658,CSP,5F,N/A
Bachelor of Arts/Bachelor of Science,Armidale,392759,CSP,4F,N/A
Bachelor of Arts/Bachelor of Science,Armidale,392760,CSP,8P,N/A
Bachelor of Biomedical Science,Armidale,392686,CSP,6P,N/A
Bachelor of Biomedical Science,Armidale,392692,CSP,3F,69.60
Bachelor of Business,Armidale,395676,CSP,3F,N/A
Bachelor of Business,Armidale,395677,CSP,6P,N/A

Bachelor of Business/Bachelor of Economics,Armidale,395755,CSP,4F,N/A
Bachelor of Business/Bachelor of Economics,Armidale,395756,CSP,8P,N/A
Bachelor of Business/Bachelor of Laws,Armidale,395679,CSP,5F,88.80
Bachelor of Business/Bachelor of Laws,Armidale,395680,CSP,10P,91.10
Bachelor of Clinical Exercise Physiology,Armidale,392610,CSP,4F,76.30
Bachelor of Clinical Exercise Physiology,Armidale,392611,CSP,8P,N/A
Bachelor of Computer Science,Armidale,392620,CSP,6P,70.75
Bachelor of Computer Science,Armidale,392624,CSP,3F,N/A
Bachelor of Computer Science/Bachelor of Laws,Armidale,392670,CSP,5F,N/A
Bachelor of Computer Science/Bachelor of Laws,Armidale,392671,CSP,10P,N/A
Bachelor of Criminology,Armidale,391660,CSP,3F,N/A
Bachelor of Criminology,Armidale,391661,CSP,6P,N/A
Bachelor of Criminology/Bachelor of Laws,Armidale,391662,CSP,5F,N/A
Bachelor of Criminology/Bachelor of Laws,Armidale,391663,CSP,10P,N/A
Bachelor of Economics,Armidale,395666,CSP,3F,73.00
Bachelor of Economics,Armidale,395667,CSP,6P,N/A
Bachelor of Economics/Bachelor of Laws,Armidale,395655,CSP,10P,N/A
Bachelor of Economics/Bachelor of Laws,Armidale,395656,CSP,5F,N/A
Bachelor of Education (Early Childhood and Primary),Armidale,396753,CSP,8P,77.35
Bachelor of Education (Early Childhood and Primary),Armidale,396757,CSP,4F,N/A
Bachelor of Education (K–12 Teaching),Armidale,396752,CSP,8P,82.55
Bachelor of Education (K–12 Teaching),Armidale,396758,CSP,4F,81.05
Bachelor of Education (K–6 Teaching),Armidale,396760,CSP,4F,N/A
Bachelor of Education (K–6 Teaching),Armidale,396763,CSP,8P,N/A
Bachelor of Education (Secondary Arts),Armidale,396693,CSP,4F,79.75
Bachelor of Education (Secondary Arts),Armidale,396694,CSP,8P,N/A
Bachelor of Education (Secondary STEM),Armidale,393601,CSP,4F,N/A
Bachelor of Education (Secondary STEM),Armidale,393602,CSP,8P,new
Bachelor of Educational Studies,Armidale,396751,CSP,6P,new
Bachelor of Educational Studies,Armidale,396759,CSP,3F,N/A
Bachelor of Environmental Science,Armidale,392687,CSP,6P,N/A
Bachelor of Environmental Science,Armidale,392690,CSP,3F,71.45
Bachelor of Environmental Science/Bachelor of Laws,Armidale,392763,CSP,5F,92.05
Bachelor of Environmental Science/Bachelor of Laws,Armidale,392764,CSP,10P,N/A
Bachelor of Exercise and Sports Science,Armidale,392609,CSP,3F,68.25
Bachelor of Exercise and Sports Science,Armidale,392615,CSP,6P,N/A
Bachelor of GeoScience,Armidale,392606,CSP,3F,N/A
Bachelor of GeoScience,Armidale,392618,CSP,6P,N/A
Bachelor of Historical Inquiry and Practice,Armidale,391610,CSP,3F,75.05
Bachelor of Historical Inquiry and Practice,Armidale,391611,CSP,6P,N/A
Bachelor of Languages,Armidale,391676,CSP,8P,N/A
Bachelor of Languages,Armidale,391677,CSP,4F,73.20
Bachelor of Laws (3 years),Armidale,395469,CSP,3F,N/A
Bachelor of Laws (3 years),Armidale,395470,CSP,6P,N/A
Bachelor of Laws (4 years),Armidale,395698,CSP,8P,N/A
Bachelor of Laws (4 years),Armidale,395699,CSP,4F,94.55,


Bachelor of Legal Studies,Armidale,396787,CSP,3F,N/A
Bachelor of Legal Studies,Armidale,396788,CSP,6P,N/A
Bachelor of Media and Communications,Armidale,391640,CSP,3F,N/A
Bachelor of Media and Communications,Armidale,391641,CSP,6P,85.35
Bachelor of Medical Science and Doctor of Medicine (Joint Medical Program),"Armidale or Newcastle – Callaghan",785000,CSP,5F,N/A
Bachelor of Music,Distance,401604,CSP,3F/D,N/A
Bachelor of Music,Distance,401606,CSP,6P/D,N/A
Bachelor of Nursing,Armidale,396664,CSP,6P,N/A
Bachelor of Nursing,Armidale,396665,CSP,3F,74.85
Bachelor of Pharmacy with Honours,Armidale,392612,CSP,4F,N/A
Bachelor of Pharmacy with Honours,Armidale,392613,CSP,8P,N/A
Bachelor of Psychological Science,Armidale,391678,CSP,3F,73.25
Bachelor of Psychological Science,Armidale,391679,CSP,6P,N/A
Bachelor of Rural Science,Armidale,393605,CSP,4F,79.70
Bachelor of Rural Science,Armidale,393606,CSP,8P,N/A
Bachelor of Science,Armidale,392603,CSP,3F,76.25
Bachelor of Science,Armidale,392621,CSP,6P,N/A
Bachelor of Science/Bachelor of Laws,Armidale,392669,CSP,5F,88.55
Bachelor of Science/Bachelor of Laws,Armidale,392672,CSP,10P,N/A
Bachelor of Scientific Studies,Armidale,392607,CSP,3F,61.15
Bachelor of Scientific Studies,Armidale,392617,CSP,6P,N/A
Bachelor of Social Science,Armidale,391657,CSP,6P,N/A
Bachelor of Social Science,Armidale,391659,CSP,3F,N/A
Bachelor of Social Work,Armidale,391666,CSP,4F,75.45
Bachelor of Social Work,Armidale,391667,CSP,8P,N/A
Bachelor of Special and Inclusive Education (Primary),Armidale,396761,CSP,4F,N/A
Bachelor of Special and Inclusive Education (Primary),Armidale,396762,CSP,8P,N/A
Bachelor of Sustainability,Armidale,391682,CSP,3F,N/A
Bachelor of Sustainability,Armidale,391683,CSP,6P,N/A
Bachelor of Urban and Regional Planning,Armidale,391647,CSP,4F,74.90
Bachelor of Urban and Regional Planning,Armidale,391648,CSP,8P,N/A
Bachelor of Zoology,Armidale,392685,CSP,6P,68.75
Bachelor of Zoology,Armidale,392695,CSP,3F,69.05


Bachelor of Aerospace Systems Engineering (Honours) Newcastle – Callaghan,482707,CSP,,4F/EqP,77.45
Bachelor of Arts Newcastle – Callaghan,482010,CSP,,3F/EqP,62.90
Bachelor of Arts Online,482040,CSP,,3F,63.95
Bachelor of Arts/Bachelor of Innovation and Entrepreneurship Newcastle – Callaghan,482030,CSP,,4F/EqP,69.30
Bachelor of Arts/Bachelor of Science Newcastle – Callaghan,482070,CSP,,4F/EqP,75.40
Bachelor of Biomedical Science Newcastle – Callaghan,482100,CSP,,3F/EqP,70.65
Bachelor of Biotechnology Newcastle – Callaghan,482150,CSP,,3F/EqP,65.75
Bachelor of Business Newcastle City Precinct,482200,CSP,,3F/EqP,62.20
Bachelor of Business Central Coast – Ourimbah,482210,CSP,,3F/EqP,62.10
Bachelor of Business Analytics Newcastle City Precinct,484871,CSP,,3F/EqP,62.65
Bachelor of Business/Bachelor of Business Analytics Newcastle City Precinct,484872,CSP,,4F/EqP,64.05
Bachelor of Business/Bachelor of Commerce Newcastle City Precinct,482250,CSP,,4F/EqP,62.50
Bachelor of Business/Bachelor of Commerce Central Coast – Ourimbah,482260,CSP,,4F/EqP,63.85
